licenseNumber,legalName,licenseType,Address,licenseExpiryDate,zip,phone,email,hours
PAAA-LEAM-JBAS,KIMISTRY INFUSIONS LLC,Processor,", SAND SPRINGS, Tulsa",2024-08-01,74063-2719,9184077977,kimistrysolutionslc@gmail.com,9am-5pm
GAAA-2WPN-UKYI,KING FLOWER LLC,Grower,"100299 S 4632 RD, SALLISAW, Sequoyah",2023-06-19,74955-5277,(251) 644-7609,kingsofgrowing@gmail.com,8AM - 5PM
GAAI-4WY5-FQFP,"KING TAWG PAJTXI TXIV, LLC",Grower Indoor,", OKEMAH, Okfuskee",2024-09-08,74859,9209464465,kingyang1973@gmail.com,M-F 9-5 or as needed for company operations
DAAA-ECEQ-DJNM,"KINGDICA, LLC",Dispensary,"4401 N Santa Fe Ave, Oklahoma City, Oklahoma",2024-12-29,73118,(888) 287-0432,kingdica.info@gmail.com,N/A
PAAA-N1U9-KPVU,KINGS OF FIRE CANNABIS LLC,Processor,", GLENPOOL, Tulsa",2023-12-16,74033,(479) 787-8530,arkansashempfarmer@gmail.com,9-5
DAAA-XCQT-RRVQ,"KK Cannabis Holdings, LLC",Dispensary,"8315 S I 35 SERVICE RD STE A, OKLAHOMA CITY, Oklahoma",2023-10-26,73149,(323) 827-9685,goodshevron@gmail.com,10AM-6PM
GAAA-Q1OF-DSBG,"KKG Farm, LLC",Grower,", Poteau, Le Flore",2023-11-09,74953,(651) 890-2963,may.vang80@yahoo.com,8-5
GAAA-BPGX-ZZQ8,KKKKKS LLC,Grower,"3009 S Council RD, Cashion, Logan",2024-01-10,73016,4054734871,4ksfarms@gmail.com,7AM 7PM
DAAA-LZAY-JK25,"KKKKKS, LLC",Dispensary,"2604 N Pennsylvania Ave, Oklahoma City, Oklahoma",2024-01-23,73107,(405) 473-4871,4ksfarms@gmail.com,N/A
GAAA-ZUVC-N159,KKLK Grow LLC,Grower,", Fletcher, Comanche",2023-09-28,73541,(559) 614-4388,kimkhunphixay@aol.com,N/A
GAAA-I95M-W1SA,"KKT Grow, LLC",Grower,"11892 S SOONER RD, EDMOND, Logan",2024-01-02,73034,(405) 535-3028,kimh1977@yahoo.com,8am-5pm
GAAA-SHD5-OWAW,"KKT Grow, LLC",Grower,"11890 S SOONER RD, EDMOND, Logan",2023-09-27,73034,(405) 535-3028,kimh1977@yahoo.com,8am-5pm
GAAA-K31O-FIJ3,KL GREEN LLC,Grower,"4716 THUNDER LANE AVE, NOBLE, Cleveland",2024-03-27,73068-6318,(720) 378-1646,k.ling98@yahoo.com,12:00 - 12:00
DAAA-H483-YJ0T,"KLL Holdings, Inc.",Dispensary,", Chattanooga, Cotton",2023-09-26,73528,(405) 237-9211,kllholdingsinc@gmail.com,11-5
GAAI-P8CZ-DR37,"KMA 2021, LLC",Grower Indoor,"6540 E APACHE ST, Tulsa, Tulsa",2024-10-06,74115,(225) 571-7133,danbrown1957@yahoo.com,MON - FRI 9 AM - 5 PM
GAAA-OAV9-R0AZ,KMH BROS LLC,Grower,"11844 S SOONER RD, EDMOND, Logan",2023-09-22,73034,(918) 812-5206,sakanallc@yahoo.com,7AM TO 9PM Mon - Fri
GAAA-OBFL-ASCV,KMK GREEN LLC,Grower,", ADA, Pontotoc",2023-12-21,74820-4167,4054436953,kmkgreenllc@outlook.com,10am-5pm
GAAA-E6EI-MUEQ,"KNH CULTIVATION, LLC",Grower,"101 W MAIN ST, CALERA, Bryan",2023-03-06,74730,(580) 371-1418,fris80@hotmail.com,8AM - 5PM
GAAA-N110-GXIR,KNL HOPE LLC,Grower,", SPARKS, Lincoln",2023-05-24,74869-9769,(504) 220-6282,tovermiller@gmail.com,9 AM - 10 AM
GAAA-EJYY-XF9M,KNP LLC,Grower,", SHAWNEE, Pottawatomie",2023-05-29,74801-8863,4053237777,katy05292017@gmail.com,9AM-10PM
GAAA-SIYX-U71P,KO Flower LLC,Grower,"24505 S 4330 RD, Vinita, Craig",2024-01-23,74301,(918) 915-0548,iloveowen2009@gmail.com,9am-6pm
DAAA-T3MO-4QZS,KOLI BLOOM LLC,Dispensary,"225 E STEVE OWENS BLVD, MIAMI, Ottawa",2025-07-05,74354-7714,(918) 812-7913,admin@kolibloom.com,8am - 10pm Mon - Sun
GAAI-VYV3-CK5C,KOLI BLOOM LLC,Grower Indoor,"19845 E HIGHWAY 20 SUITE B, CLAREMORE, Rogers",2024-10-11,74019-3973,(918) 798-7913,admin@kolibloom.com,10am-5pm
DAAA-MO19-QZ4A,KOLI BLOOM LLC,Dispensary,"1555 N HIGHWAY 66, STE B, CATOOSA, Rogers",2024-12-20,74015,(918) 812-7913,admin@kolibloom.com,8AM - 10PM
DAAA-41GC-8W1Z,KOLI BLOOM LLC,Dispensary,"655 W RAMM RD, CLAREMORE, Rogers",2025-10-11,74017-8700,(918) 923-2212,admin@kolibloom.com,10A - 9P MON-FRI
PAAA-GELQ-30DA,KOLI BLOOM LLC,Processor,"19845 E HIGHWAY 20 STE C, CLAREMORE, Rogers",2024-09-15,74019,(918) 812-7913,admin@kolibloom.com,10am-5pm
DAAA-VFDY-JFLD,KOLI BLOOM LLC,Dispensary,"12813 E 71ST ST, BROKEN ARROW, Tulsa",2024-11-24,74012-8516,(539) 367-2077,admin@kolibloom.com,10:00 AM to 10:00 PM
GAAA-STEV-5HUM,"KPI, LLC",Grower,", ELMORE CITY, Garvin",2023-10-18,73433-8708,(510) 816-0220,3kbjohnnyl@gmail.com,10a-5p
GAAA-V2JJ-0NTQ,"KQ AG, INC",Grower,", WEWOKA, Seminole",2023-10-06,74884,(303) 883-9213,ccr168inc@gmail.com,9-5
GAAA-VK3Y-ZBPZ,"KQFARM, INC",Grower,"98168 N 3810 RD, OKEMAH, Okfuskee",2024-02-22,74859-5129,(510) 908-4430,ddh080375@gmail.com,0900-1700
DAAA-CQZL-SDQT,KRONIK CANNIBIS LLC,Dispensary,"714 N MAIN ST, ALTUS, Jackson",2025-01-09,73521-3114,(580) 301-0808,kronikaltus@gmail.com,9AM TO 9PM
DAAA-QYXB-LKO0,KRUSH-ALL LLC,Dispensary,"6453 Nw Cache Rd, Lawton, Comanche",2023-02-06,73505,5806950266,krush.allllc@gmail.com,10AM- 9PM MON-SAT
GAAA-QT99-8TQ8,KT GROW LLC,Grower,"7635 STATE HIGHWAY 66, TULSA, Creek",2023-11-22,74131,(806) 437-4561,trunglevan09hpt@gmail.com,N/A
GAAI-LBHY-SDMH,KTNL Four Green LLC,Grower Indoor,", BLANCHARD, McClain",2024-09-30,73010-3401,(408) 797-5857,bothanh2007@gmail.com,24
PAAA-VKOS-11D7,KUSH CRAFTED L.L.C.,Processor,", WAYNE, McClain",2023-12-12,73095-3385,(405) 830-2044,kushcrafted07@gmail.com,9am-5pm m-f
GAAA-X9YQ-N6JB,KUSH NITRO PHARM LLC,Grower,", SULPHUR, Murray",2023-11-23,73086-6809,6822704700,tinnster88@yahoo.com,8-5
DAAA-YYLT-36GO,KUSH TRIPS LLC,Dispensary,", CATOOSA, Rogers",2024-02-01,74015-2460,3102799521,alansoleyman@yahoo.com,10am-10pm
GAAI-TA2T-6WBD,KV GROWERS LLC,Grower Indoor,"367405 E COUNTRY CLUB BLVD, CLEVELAND, Pawnee",2024-09-08,74020-7165,8135258139,kvgrowers5@gmail.com,9AM TO 5 PM
GAAA-CEKV-EVSJ,KWABEMA LLC,Grower,"18200 HICKORY LN, NEWALLA, Cleveland",2024-09-09,74857-8577,8185683330,baronjayenterprise@yahoo.com,8AM TO 6PM
GAAI-J0RW-G6D0,Ka Thor,Grower Indoor,", Asher, Pottawatomie",2024-10-06,74826,(612) 655-1111,landvsunshine@gmail.com,N/A
GAAA-4JUI-Y9BX,"Kabosh Kannabis Co., LLC",Grower,", Stillwater, Payne",2024-03-08,74075,(201) 744-1721,sybid@fmgok.com,M-F 10am-4pm
GAAA-15XZ-4MXE,"Kai Family Farm, LLC",Grower,"18780 Box Rd, Lexington, Cleveland",2023-12-18,73051,9135490703,kaifamilyfarmllc2021@gmail.com,11-7
GAAI-167Q-N53N,Kaizen Farm's Oklahoma LLC,Grower Indoor,", Geary, Canadian",2024-08-11,73040,(630) 669-1997,kaizen.oklahoma@gmail.com,9 AM - 5 PM
DAAA-V1DB-XQPR,Kali Girl LLC,Dispensary,"37 W 15TH ST, EDMOND, Oklahoma",2024-08-08,73013,4059239734,jfprimeokc@yahoo.com,10:00 am - 8:00 pm
DAAA-D8U3-AZG0,Kamalamai LLC,Dispensary,"5701 South Western Avenue, Oklahoma City, Oklahoma",2025-01-27,73109,(405) 520-1845,bholebaballc420@gmail.com,
GAAA-E1GO-7BVP,Kanati Concepts LLC,Grower,", BIXBY, Tulsa",2024-01-03,74008,9189988119,jisaachudelson@gmail.com,9:00AM-5:00PM
PAAA-VJKA-JXSE,Kanati Concepts LLC,Processor,", Bixby, Tulsa",2024-11-15,74008,9189988119,jisaachudelson@gmail.com,9:00AM-5:00PM
DAAA-NYIC-VUA4,Kaneh Keys LLC,Dispensary,", VINITA, Craig",2023-09-26,74301-2402,(918) 691-9977,suttonjonathanm@gmail.com,closed
GAAA-1LPI-6Y03,Kang Evergreen LLC,Grower,", Wilson, Carter",2023-09-16,73463,(720) 694-6848,jasonwu1929@gmail.com,10AM -5PM
GAAA-S0WD-BBNK,Kanna Empire LLC,Grower,", Guthrie, Logan",2023-10-03,73044,(760) 999-9888,yc820301@gmail.com,N/A
PAAA-LYU9-PB2E,Kannagene LLC,Processor,"3158 S 108TH EAST AVE, TULSA, Tulsa",2023-06-12,74146-1683,(225) 252-3027,danbrown1957@yahoo.com,8AM - 5 PM
GAAA-4JC3-LE15,KanniBoss LLC,Grower,"17889 COUNTY ROAD 3825, Coalgate, Coal",2023-10-12,74538-5300,(214) 334-2670,collinmiles@hotmail.com,By appointment only
PAAA-EKBC-WC31,"KanniBoss, LLC",Processor,"17889 COUNTY ROAD 3825, Coalgate - Unincorporated, Coal",2023-10-12,74538-5300,(214) 334-2670,collinmiles@hotmail.com,By appointment only
PAAA-N1KJ-W8IW,Karma's Garden LLC,Processor,"224 Bryant Pl, Del City, Oklahoma",2025-03-29,73115,(817) 219-6000,josh@brixxcultivation.com,8-5 M-F
DAAA-PJMP-XGLX,Karmaceuticals LLC,Dispensary,"620 S TYLER AVE, BLANCHARD, McClain",2025-06-29,73010-5079,(405) 933-2720,mooncabbage@outlook.com,"9:00 am - 9:00 pm, Monday - Sunday"
GAAI-U3EE-LEDV,Katie Nail LLC,Grower Indoor,"5700 South Cemetery Road, Mustang, Canadian",2024-11-17,73064,(405) 708-0236,oanhnguyen061579@icloud.com,N/A
DAAA-N1KC-THNB,Kavas LLC,Dispensary,"507 Kings Of Leon Ln, Oklahoma City, Oklahoma",2025-01-09,73104,4054892259,kavascorp@gmail.com,Within the guidelines allowed under OMMA
GAAI-JZ9B-QRI2,Kawribbean Farms LLC,Grower Indoor,", KAW CITY, Kay",2024-09-21,74641-9304,5807615140,kawribbeanfarms@gmail.com,
DAAA-AJAL-HIHJ,Kee Kee's Kush LLC,Dispensary,"5510 E RENO AVE, OKLAHOMA CITY, Oklahoma",2023-12-14,73117-8418,(405) 439-3985,kblakes22@gmail.com,8am-12am
DAAA-KCTH-SRHF,"Keisha's Candy Shop Cannabis Company, LLC",Dispensary,"2220 E 6TH ST, TULSA, Tulsa",2024-05-29,74104-3234,9182197728,ashleytdarling7@gmail.com,11:00am-8pm Monday-Saturday. Closed Sunday
GAAO-HHS7-4HDI,Keith A. Day,Grower Outdoor,", SPERRY, Osage",2024-10-09,74073-4296,9185270863,rainsclassicpainting@gmail.com,10:00-2:00
GAAA-78C6-Q85K,Keith Beard,Grower,", Ada, Pontotoc",2024-09-24,74820,(405) 412-6096,vison0701@gmail.com,6am-2pm
DAAA-W1R2-AD8H,Kelly Erickson and Kirk Erickson,Dispensary,"2231 W Choctaw St, Tahlequah, Cherokee",2024-03-02,74464-1179,(918) 822-4467,erickson.k@sbcglobal.net,"Monday thru Saturday 10:00am - 8:00pm, closed Sundays"
GAAA-0WJV-WMBK,Kemistry Farms LLC,Grower,"13154 N. 100 Rd., Okmulgee, Okmulgee",2023-07-27,74447,4058861199,mrobinson@gelatofarms.com,8a-5p
PAAA-4C1H-6YDK,Kemistry Farms LLC,Processor,"13154 N 100 Rd, Okmulgee, Okmulgee",2023-06-10,74447,(405) 886-1199,kemistryinvestments@gmail.com,9a-6p
GAAI-BILU-DSAF,"Ken's Hollow Hydroponics, LLC",Grower Indoor,"7197 SUNSET CIR, KINGSTON, Marshall",2024-09-26,73439-5227,3308688400,kh.hydroponics2020@yahoo.com,8am-5pm
GAAA-QZ9A-W7M8,"Keng, LLC",Grower,", WANETTE, Pottawatomie",2024-01-13,74878-4300,(405) 481-9079,lvue09@gmail.com,
GAAA-J3TH-N6LA,"Kengi Farms, LLC",Grower,"41508 W 281st St S, Bristow, Creek",2023-06-17,74028,(651) 336-5267,route66growers@gmail.com,M-F 8am-5pm
DAAA-NYHS-ZHTA,Kenneth Dale Allison,Dispensary,"606 N Main Street, North Miami, Ottawa",2023-12-28,74358,9183232216,panboi1000@gmail.com,M-Sat 9:00am-7:00pm
GAAI-N1XC-TMYM,Kenneth Kubosh,Grower Indoor,"2198 E RODEO RD, DURANT, Bryan",2024-08-30,74701-9304,(469) 350-1961,ititleautos@gmail.com,9am to 4pm
GAAA-8YU7-J7AS,Kenny Lin LLC,Grower,", Stillwater, Payne",2024-09-03,74074,(317) 701-8446,zhen2305@icloud.com,
DAAA-VJI2-YYVV,Kenosha Leasing LLC,Dispensary,"205A W KENOSHA ST, BROKEN ARROW, Tulsa",2023-11-15,74012-8904,(539) 367-5282,camcannabisba@gmail.com,10AM - 10PM
DAAA-41RF-VJI8,KenoshaElm LLC,Dispensary,"904 W KENOSHA ST, BROKEN ARROW, Tulsa",2023-08-10,74012-8917,(918) 237-2313,highrollersdispensary@gmail.com,7 days a week 10 am to 8pm
GAAA-3ESC-YFTK,Kerry Kurt Hudson dba Hoolyanne Born Au Naturele,Grower,"906C W VIVIAN ST, HOLLIS, Harmon",2023-09-15,73550-2210,5803810124,khudson@pldi.net,12 pm-5:30pm daily
DAAA-EAGM-XR7O,Kesh 2 Lawton LLC,Dispensary,"1201 NW SHERIDAN RD, LAWTON, Comanche",2024-09-15,73505-5209,(248) 961-6160,astrobud19@gmail.com,Sunday-Thursday 10am-10pm; Friday and Saturday 10am-12am
GAAA-V1PI-X9QV,Kevin D Legako,Grower,", WELLSTON, Lincoln",2024-04-10,74881-7011,6789389406,kevin@kyprentals.com,10:00 - 12:00 Fri-Sat
PAAA-G1CD-H1KA,Kevin Dee Legako,Processor,", Wellston, Lincoln",2023-11-10,74481,(678) 938-9406,kevin@oldrt66farms.com,N/A
GAAA-OCPV-858F,Kevin's Green LLC,Grower,", MUSKOGEE, Kingfisher",2023-09-22,74403-1923,(580) 860-5660,kevinsgreenllc@outlook.com,8:00am-8:00pm
DAAA-NKVO-LOED,"Keystone Alternative Medicine, LLP",Dispensary,"103 PHELPS AVE, MANNFORD, Creek",2022-10-26,74044,(918) 306-9570,worrybgone21@gmail.com,10-7 Monday-Saturday
DAAA-QIV6-55JL,"Kiamichi Skies, LLC",Dispensary,"169395 State Highway 2, Clayton, Pushmataha",2024-12-12,74536,(972) 822-6314,j.paul.grayson@gmail.com,Weekdays 11-6pm
GAAA-Y06W-KZ9A,Kiani Farms LLC,Grower,", OKLAHOMA CITY, Oklahoma",2024-07-25,73121-3106,4056791593,som@kianisfarm.com,10am to 5pm
GAAA-Y2TK-GVOW,"Kianna Pharm, LLC",Grower,"1336 SAYBROOK RD, ARDMORE, Carter",2024-01-02,73401-7190,6825972252,kiannapharms@gmail.com,9am- 4pm
DAAA-QBBQ-13TM,"Kianna Pharm, LLC",Dispensary,"1336 Saybrook Road, Ardmore, Carter",2023-11-16,73401,(682) 597-2252,tuann73179@yahoo.com,N/A
GAAA-PZ8P-QAEQ,Kickapoo Valley Green,Grower,"341765 E 975 RD, CHANDLER, Lincoln",2023-05-22,74834-9592,4058361176,justink59@yahoo.com,8:00-5:00
GAAI-K3ND-E6JZ,"Kika's Oasis, LLC",Grower Indoor,", Stroud, Lincoln",2025-02-01,74079,(626) 715-1488,kikasoasis@gmail.com,9am to 6pm
GAAA-4JJW-W69Z,"KillerMiller Farms, LLC",Grower,"511 HOWELL RD, MCALESTER, Pittsburg",2024-03-10,74501-8972,9183027443,aaronkillermiller1979@gmail.com,9 am to 5 pm
PAAA-Y0WD-VZZP,Kims Connections LLC,Processor,"13792 N LINCOLN BLVD, EDMOND, Oklahoma",2024-12-22,73013-3414,4054654905,kim@kimsconnectionsokc.com,11am - 7pm
DAAA-41J6-DIVF,Kind Alternative Wellness LLC,Dispensary,"500 W 146TH ST S, GLENPOOL, Tulsa",2023-10-31,74033-4458,9186301119,gary@mastercraftfc.com,8 - 5
PAAA-EYMD-ZJI7,Kind Dabs LLC,Processor,"172268 east county road 33, LaVerne, Ellis",2023-11-27,73848,(405) 777-9907,aceofdiamondslabs@gmail.com,9am - 5pm
GAAI-ND8P-BB2D,Kind Kief LLC,Grower Indoor,"1201 E 15TH ST, CHANDLER, Lincoln",2024-10-06,74834-9194,4056061482,cbm1mcd@gmail.com,8:00 am - 5 PM M-F
DAAA-FKFW-X60V,Kind Origin Cannabis LLC,Dispensary,"1013 N MISSISSIPPI AVE, ADA, Pontotoc",2023-12-19,74820-2211,5804216980,kindorigincannabis@gmail.com,24 hours
GAAA-NJR9-LNYM,Kind Origin Cannabis LLC,Grower,", ADA, Pontotoc",2024-10-20,74820-2803,5804216980,kindorigincannabis@gmail.com,24 hours
PAAA-4KUF-ZP8D,Kind Origin Cannabis LLC,Processor,", ADA, Pontotoc",2024-10-16,74820-2803,5804216980,kindorigincannabis@gmail.com,24 hours
DAAA-HHQB-RTOD,Kind Origin Cannabis LLC,Dispensary,"1900 A St, Ada, Pontotoc",2024-01-30,74820,(580) 421-6980,kindorigincannabis@gmail.com,24 Hours
GAAI-VJGZ-KPSA,Kindberry LLC,Grower Indoor,", BROKEN ARROW, Wagoner",2024-09-21,74014-1796,(918) 605-4261,timothybelden@yahoo.com,
GAAA-K5XG-GEDM,"Kindred Creatures, LLC",Grower,", WYNNEWOOD, Garvin",2023-12-18,73098-9088,(405) 444-4725,miranda@creatureflora.com,10 am - 6 pm
GAAI-IUCI-JTI8,King B Corporation,Grower Indoor,"2101 South Broadway Street, Moore, Cleveland",2024-10-18,73160,(714) 949-4891,jtrankenzie@gmail.com,N/A
GAAA-YWUZ-4DL1,King BD Green LLC,Grower,", SEMINOLE, Seminole",2023-10-25,74868-6907,(267) 319-4266,bdt1981@gmail.com,9-4
GAAA-E14P-8U5U,King Bloom LLC,Grower,", Crowder, Pittsburg",2023-12-13,74430,(405) 401-4429,masterscatconstruction@yahoo.com,24 hours
DAAA-4YVI-QMCU,"King K Collectives, LLC",Dispensary,"207 E Mohawk Blvd, Tulsa, Tulsa",2024-12-06,74106-2346,(539) 867-3133,thekingkcollective@gmail.com,10:00 am 8:00pm
DAAA-4JSH-0NRO,King Kanna LLC,Dispensary,"541 S UNIVERSITY BLVD, NORMAN, Cleveland",2024-03-16,73069-5719,(405) 857-7653,nitrokushclub@gmail.com,10am-10pm
GAAA-0P9Q-RKQ5,King Kong Ganja Inc,Grower,", ELMORE CITY, Garvin",2024-07-08,73433-8915,(510) 816-0220,csiservicesokc@gmail.com,10a-8p
GAAA-NJPM-RZCY,King Zoom Green LLC,Grower,"17915 S 323rd West Ave, Bristow, Creek",2024-09-26,74010,(646) 641-7978,richardli.rentalproperty@gmail.com,10:00am-5:00pm
GAAA-XRAQ-83QA,"King of Kings Farms, LLC",Grower,"105864 S 3460 RD, MEEKER, Lincoln",2024-05-19,74855-4621,7863569998,kingofkingsfarms@gmail.com,12:00 a.m. to 11:59 p.m.
PAAA-X8F0-MPT8,Kingmaker GP LLC,Processor,"4000 Valley Park Drive, EL RENO, Canadian",2024-08-01,73036,(580) 630-1956,elreno3900@gmail.com,N/A
GAAA-FGDV-DL54,Kingmaker GP LLC,Grower,", El Reno, Canadian",2023-09-15,73036,1 (415) 852-1688,elreno3900a@gmail.com,N/A
DAAA-NKYO-ANLN,Kings Reserves LLC,Dispensary,", MCALESTER, Pittsburg",2023-08-04,74501-5236,5804369292,t.woods@lionsgateinc.com,10 am to 10 pm
DAAA-4J55-TIOW,Kings Reserves LLC,Dispensary,", ATOKA, Atoka",2024-01-11,74525-3227,5804369292,t.woods@lionsgateinc.com,24
DAAA-EJFS-FXLK,Kings Reserves LLC,Dispensary,", Colbert, Bryan",2024-05-02,74733,5804369292,t.woods@lionsgateinc.com,10 am 10pm
DAAA-4YGO-QWPO,Kissing Clouds Holistic Healing LLC,Dispensary,"4133 N LINCOLN BLVD, OKLAHOMA CITY, Oklahoma",2024-03-28,73105-5208,4052279919,kissingcloudsokc@gmail.com,10-9
DAAA-VDKA-86BY,Kitmans LLC,Dispensary,"1185 N 8th St, Stilwell, Adair",2024-07-05,74960,9184106287,kitcalista@gmail.com,10am-10pm
GAAA-NZGF-23KN,"Knights of Cannabis, LLC",Grower,"10597 ADDINGTON BEND RD, MARIETTA, Love",2024-01-11,73448-1914,5802389045,verticalvelocity@yahoo.com,8am-5-pm
GAAI-9RUG-KX0K,Kokopelli Gardens LLC,Grower Indoor,", Oklahoma City, Oklahoma",2024-09-13,73105,(405) 230-7680,matthew.harsha@cox.net,Monday - Friday 9am to 2pm
GAAA-ZTAZ-CJ8A,Kola LLC,Grower,", CUSHING, Payne",2023-10-24,74023-6385,(303) 918-7756,vivianviettran@gmail.com,24
GAAA-HPBA-K4TI,Kolter Clayton,Grower,"286546 E 1770 Rd, Duncan, Stephens",2024-01-23,73533,(209) 658-8814,orlando.lemus72@gmail.com,N/A
GAAA-7315-27AH,Kong Cannabis LLC,Grower,", Grove, Delaware",2024-02-16,74344,(918) 205-2858,gb.kongcannabis@gmail.com,9a-6p Tuesday-Friday
PAAA-NYSE-PYO4,Kong Concentrates LLC,Processor,", GROVE, Delaware",2024-08-30,74344-4552,9182052858,process@kongconcentrates.com,
GAAA-POZ6-D5KM,"Konza Oklahoma Growers, LLC",Grower,"7535 East Oak Hill Road, Guthrie, Logan",2022-10-25,73044,7852008344,okgrowers@konzaconnection.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
PAAA-3MKO-TRG9,"Konza Oklahoma Processors, LLC",Processor,"7535 East Oak Hill Road, Guthrie, Logan",2024-10-19,73044,7852008344,okprocessors@konzaconnection.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
GAAA-4AU2-WLDD,Koole LLC,Grower,", OKMULGEE, Okmulgee",2024-02-07,74447-9003,9184979552,info@kool-e.com,10AM - 3PM M-F
DAAA-TOI2-8KUX,Kotton Mouth Dispensary LLC,Dispensary,", BETHANY, Oklahoma",2023-09-21,73008-5135,4056251684,kottonmouth405@gmail.com,8-10
DAAA-0L0U-12V5,Kreamium Dispensary LLC,Dispensary,"4608 S May Ave, Oklahoma City, Oklahoma",2024-04-13,73119,(405) 402-6566,kreamiumdispensary@gmail.com,N/A
GAAA-PKGQ-4T9Z,Krokspot LLC,Grower,"35875 ew 1140 rd, Seminole, Seminole",2023-12-23,74968,(562) 588-1643,kdarryl321@gmail.com,9-5
GAAA-ONKW-DPCH,"Kronic Grows, LLC",Grower,", EUCHA, Delaware",2023-02-01,74342-5067,(920) 547-0626,jyyang28@yahoo.com,8-5
GAAA-CEXY-XJ7B,"Ku Green, LLC",Grower,", Rose, Delaware",2024-04-25,74364,(918) 868-4521,fkue08@yahoo.com,N/A
GAAA-VJKA-H2YB,Kultivation Kingz LLC,Grower,", TULSA, Tulsa",2023-08-25,74116,(918) 360-5409,tamia.smith38@gmail.com,8a-6p
GAAA-0B9I-Y0TA,"Kumo 9, LLC",Grower,", Proctor, Cherokee",2024-05-12,74457,(918) 708-6098,kumonine.5@gmail.com,
GAAA-CQAS-ESA2,Kuremen Company LLC,Grower,"500C S KERN AVE, OKMULGEE, Okmulgee",2022-10-05,74447-4222,(720) 456-2120,kuremencompany@gmail.com,8:00am - 6:00pm
DAAA-41CF-9PHM,"Kush Dispensary, LLC",Dispensary,"1711 E SKELLY DR, TULSA, Tulsa",2023-12-04,74105-5933,9187425874,jcanderson1978@yahoo.com,10-10
DAAA-W3E2-UZDZ,Kush Hills LLC,Dispensary,"300 NW 63rd Street, Oklahoma City, Oklahoma",2024-06-01,73116,(405) 998-4330,kushhills87@gmail.com,N/A
DAAA-PLKB-UPW4,Kush House Enterprises LLC,Dispensary,"105 SE 19th Street, Moore, Cleveland",2024-10-15,73160,(405) 676-9465,holcombdj@gmail.com,10am-7pm M-F 10am-6pm Sat
TAAA-KCZM-IYWN,Kush House Enterprises LLC,Transporter,", MOORE, Cleveland",2024-10-24,73160-6046,(316) 214-4613,diane@liftedlogix.com,M-F 8AM-5PM
DAAA-ZCMY-PQHE,Kush Kountry LLC,Dispensary,"130 S WILSON ST, VINITA, Craig",2024-01-02,74301-3730,(918) 944-0096,dmnz.brands@gmail.com,9am-10PM Sunday-Thursday 9am-11PM Friday & Saturday
DAAA-W77X-W4HN,Kush Museum,Dispensary,", Oklahoma City, Oklahoma",2023-12-29,73141,(405) 987-0146,dalaeshiamcbroom.kg@gmail.com,N/A
PAAA-B9K6-EI8K,Kush Nitro Pharm LLC,Processor,", Sulphur, Murray",2023-12-07,73086,(682) 270-4700,tinnster88@yahoo.com,Mon-Fri 11am-3pm
DAAA-O6MA-U5N2,KushMart.420 LLC,Dispensary,"4132 NW 39th Street Suite B, Oklahoma City, Oklahoma",2025-01-25,73112,(405) 200-6075,kushmart4@gmail.com,9am-10pm
DAAA-QMFZ-8ZND,"Kushmart, LLC",Dispensary,"6717 N MAY AVE, OKLAHOMA CITY, Oklahoma",2024-05-24,73116-3424,(844) 633-8262,bobbymccomb1@gmail.com,11am-9pm
DAAA-E1E1-FZWQ,Kusty LLC,Dispensary,", Tulsa, Tulsa",2024-09-12,74133,(773) 343-4963,g@kusty.com,
PAAA-E1LZ-BKK8,Kusty Processing LLC,Processor,", Mounds, Okmulgee",2024-05-31,74047,(773) 343-4963,g@kusty.com,
DAAA-9QTL-JMH2,"KyRock Farmacy, LLC",Dispensary,"6733 E 11TH ST, TULSA, Tulsa",2024-08-21,74112-4619,9187409872,brock@bloomersdispensary.com,10a-7p
GAAI-VKWF-EI38,"Kyrock Enterprises, LLC",Grower Indoor,"7710 E 131ST ST N, COLLINSVILLE, Tulsa",2025-01-09,74021-7030,9188571757,kyndal@kyrockfarms.com,By Appointment
DAAA-RKJT-SREJ,K’s Dispo LLC,Dispensary,"41 PINE ST, EUFAULA, McIntosh",2023-09-19,74432-2642,9186173896,kbyrd653@gmail.com,10:00 AM - 10:00 PM
GAAA-FLPP-KNG3,"L & E Farming Solutions, Inc.",Grower,", Sand Springs, Tulsa",2023-10-19,74063,(541) 678-8016,landefarms@outlook.com,9-9
GAAA-KNMQ-YBFK,L&L MAGIC GROWER LLC,Grower,", BLACKWELL, Kay",2023-07-21,74631,(908) 787-5698,magicgrower0822@gmail.com,N/A
GAAI-E1WF-7SYB,"L-Two OP, LLC",Grower Indoor,", DURANT, Bryan",2024-08-17,74701-2803,(325) 451-0822,ltwoopllc@gmail.com,
GAAI-VJ0M-8ASU,"L. Farms Operations, LLC",Grower Indoor,", SENTINEL, Washita",2024-09-13,73664-9639,(702) 521-1999,mairalex34@hotmail.com,M-F 11-7
PAAA-2QMB-Q4WO,"L. Farms Operations, LLC",Processor,", Sentinel, Washita",2024-07-28,73664,(702) 521-1999,mairalex34@hotmail.com,N/A
GAAA-EK8Y-B7RH,L.Z. HOLDINGS LLC,Grower,", GUTHRIE, Logan",2023-10-10,73044,4056977901,brittany@culturefarms.net,0600 - 2000
